time,open,high,low,close,volume,open_interest,7ema,7ema_sma7
2025-07-25 09:21:00+05:30,24926.9,24929.85,24917.55,24920.65,0,0,24933.52,24944.46
2025-07-25 09:22:00+05:30,24919.75,24920.45,24907.45,24917.4,0,0,24929.49,24940.88
2025-07-25 09:23:00+05:30,24916.8,24925.4,24916.8,24924.6,0,0,24928.27,24937.66
2025-07-25 09:24:00+05:30,24924.5,24933.0,24923.45,24932.85,0,0,24929.41,24934.9
2025-07-25 09:25:00+05:30,24931.6,24933.05,24924.35,24928.65,0,0,24929.22,24932.78
2025-07-25 09:26:00+05:30,24929.9,24934.3,24928.8,24931.15,0,0,24929.71,24931.06
2025-07-25 09:27:00+05:30,24931.0,24945.5,24931.0,24943.0,0,0,24933.03,24930.38
2025-07-25 09:28:00+05:30,24943.6,24980.05,24943.6,24973.5,0,0,24943.15,24931.75
2025-07-25 09:29:00+05:30,24973.7,24992.3,24971.25,24990.85,0,0,24955.07,24935.41
2025-07-25 09:30:00+05:30,24991.55,24993.85,24971.9,24981.45,0,0,24961.67,24940.18
2025-07-25 09:31:00+05:30,24981.6,24984.35,24976.15,24982.35,0,0,24966.84,24945.53
2025-07-25 09:32:00+05:30,24982.45,24982.9,24965.85,24968.6,0,0,24967.28,24950.96
2025-07-25 09:33:00+05:30,24968.4,24980.5,24967.9,24972.9,0,0,24968.68,24956.53
2025-07-25 09:34:00+05:30,24972.4,24972.6,24950.0,24950.0,0,0,24964.01,24960.96
2025-07-25 09:35:00+05:30,24950.15,24963.2,24946.35,24962.5,0,0,24963.63,24963.88
2025-07-25 09:36:00+05:30,24961.85,24962.7,24954.25,24955.3,0,0,24961.55,24964.81
2025-07-25 09:37:00+05:30,24955.2,24967.9,24954.1,24966.45,0,0,24962.78,24964.97
2025-07-25 09:38:00+05:30,24966.65,24978.75,24966.05,24978.15,0,0,24966.62,24964.94
2025-07-25 09:39:00+05:30,24977.55,24977.55,24969.1,24973.5,0,0,24968.34,24965.09
2025-07-25 09:40:00+05:30,24972.5,24973.45,24962.1,24962.95,0,0,24966.99,24964.85
2025-07-25 09:41:00+05:30,24963.45,24964.95,24947.55,24947.65,0,0,24962.16,24964.58
2025-07-25 09:42:00+05:30,24947.95,24950.0,24939.45,24939.45,0,0,24956.48,24963.56
2025-07-25 09:43:00+05:30,24939.45,24939.6,24932.15,24935.5,0,0,24951.23,24962.09
2025-07-25 09:44:00+05:30,24935.9,24936.3,24924.6,24926.35,0,0,24945.01,24959.55
2025-07-25 09:45:00+05:30,24926.6,24937.25,24922.9,24924.0,0,0,24939.76,24955.71
2025-07-25 09:46:00+05:30,24925.55,24930.6,24921.5,24924.0,0,0,24935.82,24951.07
2025-07-25 09:47:00+05:30,24924.6,24924.85,24916.9,24919.3,0,0,24931.69,24946.02
2025-07-25 09:48:00+05:30,24919.45,24921.85,24915.5,24915.5,0,0,24927.64,24941.09
2025-07-25 09:49:00+05:30,24916.3,24924.65,24912.7,24922.15,0,0,24926.27,24936.78
2025-07-25 09:50:00+05:30,24923.15,24943.35,24922.7,24942.65,0,0,24930.36,24933.79
2025-07-25 09:51:00+05:30,24941.95,24943.3,24931.6,24931.6,0,0,24930.67,24931.75
2025-07-25 09:52:00+05:30,24931.9,24932.6,24925.05,24927.6,0,0,24929.91,24930.34
2025-07-25 09:53:00+05:30,24927.85,24933.65,24926.1,24930.3,0,0,24930.0,24929.51
2025-07-25 09:54:00+05:30,24929.6,24930.3,24919.85,24923.1,0,0,24928.28,24929.02
2025-07-25 09:55:00+05:30,24922.6,24933.45,24922.4,24930.9,0,0,24928.93,24929.2
2025-07-25 09:56:00+05:30,24931.75,24941.85,24931.4,24941.85,0,0,24932.16,24930.05
2025-07-25 09:57:00+05:30,24941.8,24946.85,24933.95,24934.3,0,0,24932.7,24930.38
2025-07-25 09:58:00+05:30,24934.8,24937.2,24924.95,24926.0,0,0,24931.02,24930.43
2025-07-25 09:59:00+05:30,24925.2,24929.85,24920.9,24928.55,0,0,24930.4,24930.5
2025-07-25 10:00:00+05:30,24928.85,24931.25,24926.1,24926.4,0,0,24929.4,24930.41
2025-07-25 10:01:00+05:30,24925.8,24928.7,24919.55,24921.0,0,0,24927.3,24930.28
2025-07-25 10:02:00+05:30,24920.8,24930.2,24920.8,24928.0,0,0,24927.48,24930.07
2025-07-25 10:03:00+05:30,24928.7,24937.15,24927.5,24937.15,0,0,24929.9,24929.74
2025-07-25 10:04:00+05:30,24937.35,24940.75,24929.9,24929.9,0,0,24929.9,24929.34
2025-07-25 10:05:00+05:30,24929.6,24930.35,24922.25,24922.6,0,0,24928.07,24928.92
2025-07-25 10:06:00+05:30,24922.35,24927.8,24921.7,24927.7,0,0,24927.98,24928.58
2025-07-25 10:07:00+05:30,24925.55,24926.5,24913.9,24913.9,0,0,24924.46,24927.87
2025-07-25 10:08:00+05:30,24913.6,24920.25,24910.9,24919.3,0,0,24923.17,24927.28
2025-07-25 10:09:00+05:30,24920.05,24920.05,24910.4,24911.9,0,0,24920.35,24926.26
2025-07-25 10:10:00+05:30,24911.9,24912.45,24907.5,24910.7,0,0,24917.94,24924.55
2025-07-25 10:11:00+05:30,24911.05,24918.9,24910.25,24912.75,0,0,24916.64,24922.66
2025-07-25 10:12:00+05:30,24912.65,24915.0,24909.2,24909.2,0,0,24914.78,24920.76
2025-07-25 10:13:00+05:30,24909.2,24916.3,24907.15,24916.2,0,0,24915.14,24918.93
2025-07-25 10:14:00+05:30,24915.85,24925.1,24903.15,24903.3,0,0,24912.18,24917.17
2025-07-25 10:15:00+05:30,24903.2,24903.3,24880.9,24888.95,0,0,24906.37,24914.77
2025-07-25 10:16:00+05:30,24889.5,24889.5,24864.85,24865.2,0,0,24896.08,24911.3
2025-07-25 10:17:00+05:30,24866.4,24872.3,24863.95,24871.65,0,0,24889.97,24907.31
2025-07-25 10:18:00+05:30,24872.25,24873.75,24866.0,24866.55,0,0,24884.12,24902.66
2025-07-25 10:19:00+05:30,24866.6,24869.2,24863.45,24863.7,0,0,24879.01,24897.55
2025-07-25 10:20:00+05:30,24864.95,24877.9,24863.95,24877.9,0,0,24878.73,24892.35
2025-07-25 10:21:00+05:30,24878.55,24878.55,24870.35,24873.75,0,0,24877.49,24887.4
2025-07-25 10:22:00+05:30,24873.6,24883.05,24873.05,24879.95,0,0,24878.1,24883.36
2025-07-25 10:23:00+05:30,24879.5,24880.95,24870.0,24870.5,0,0,24876.2,24880.52
2025-07-25 10:24:00+05:30,24870.8,24876.9,24868.8,24874.3,0,0,24875.73,24878.48
2025-07-25 10:25:00+05:30,24874.0,24874.0,24869.65,24872.0,0,0,24874.8,24877.15
2025-07-25 10:26:00+05:30,24872.55,24877.05,24867.1,24867.6,0,0,24873.0,24876.29
2025-07-25 10:27:00+05:30,24868.0,24873.2,24867.95,24873.1,0,0,24873.02,24875.48
2025-07-25 10:28:00+05:30,24873.7,24875.4,24866.8,24867.0,0,0,24871.52,24874.62
2025-07-25 10:29:00+05:30,24866.9,24874.75,24866.9,24870.65,0,0,24871.3,24873.65
2025-07-25 10:30:00+05:30,24870.45,24875.2,24867.9,24868.35,0,0,24870.56,24872.85
2025-07-25 10:31:00+05:30,24867.8,24869.15,24854.3,24855.5,0,0,24866.8,24871.57
2025-07-25 10:32:00+05:30,24855.15,24867.75,24853.9,24864.35,0,0,24866.19,24870.34
2025-07-25 10:33:00+05:30,24864.4,24864.4,24854.65,24860.65,0,0,24864.8,24869.17
2025-07-25 10:34:00+05:30,24860.85,24867.1,24860.85,24867.1,0,0,24865.38,24868.08
2025-07-25 10:35:00+05:30,24867.5,24869.2,24865.3,24866.7,0,0,24865.71,24867.25
2025-07-25 10:36:00+05:30,24866.85,24867.95,24854.85,24854.85,0,0,24862.99,24866.06
2025-07-25 10:37:00+05:30,24855.3,24855.3,24845.4,24850.1,0,0,24859.77,24864.52
2025-07-25 10:38:00+05:30,24849.45,24851.75,24844.45,24851.75,0,0,24857.76,24863.23
2025-07-25 10:39:00+05:30,24851.5,24856.3,24848.2,24852.05,0,0,24856.34,24861.82
2025-07-25 10:40:00+05:30,24852.9,24855.15,24851.95,24854.35,0,0,24855.84,24860.54
2025-07-25 10:41:00+05:30,24853.55,24854.65,24845.1,24852.15,0,0,24854.92,24859.05
2025-07-25 10:42:00+05:30,24853.45,24854.7,24849.8,24854.6,0,0,24854.84,24857.49
2025-07-25 10:43:00+05:30,24854.55,24867.05,24854.1,24866.35,0,0,24857.72,24856.74
2025-07-25 10:44:00+05:30,24866.6,24873.5,24866.25,24873.5,0,0,24861.66,24857.01
2025-07-25 10:45:00+05:30,24872.35,24872.75,24865.4,24867.5,0,0,24863.12,24857.78
2025-07-25 10:46:00+05:30,24867.45,24872.25,24866.45,24867.75,0,0,24864.28,24858.91
2025-07-25 10:47:00+05:30,24867.35,24869.6,24864.35,24865.05,0,0,24864.47,24860.14
2025-07-25 10:48:00+05:30,24865.05,24870.8,24864.4,24870.55,0,0,24865.99,24861.73
2025-07-25 10:49:00+05:30,24871.55,24875.55,24867.3,24874.9,0,0,24868.22,24863.64
2025-07-25 10:50:00+05:30,24875.1,24880.2,24874.0,24878.35,0,0,24870.75,24865.5
2025-07-25 10:51:00+05:30,24878.4,24878.4,24871.75,24875.2,0,0,24871.86,24866.96
2025-07-25 10:52:00+05:30,24875.5,24878.85,24870.2,24870.2,0,0,24871.45,24868.15
2025-07-25 10:53:00+05:30,24869.5,24870.15,24866.55,24868.25,0,0,24870.65,24869.06
2025-07-25 10:54:00+05:30,24867.85,24868.1,24862.3,24862.3,0,0,24868.56,24869.64
2025-07-25 10:55:00+05:30,24861.8,24865.75,24859.7,24865.3,0,0,24867.75,24869.89
2025-07-25 10:56:00+05:30,24865.0,24866.3,24862.6,24864.6,0,0,24866.96,24869.71
2025-07-25 10:57:00+05:30,24864.75,24866.9,24862.45,24865.35,0,0,24866.56,24869.11
2025-07-25 10:58:00+05:30,24864.75,24870.35,24863.5,24867.6,0,0,24866.82,24868.39
2025-07-25 10:59:00+05:30,24866.5,24870.85,24864.3,24870.25,0,0,24867.68,24867.85
2025-07-25 11:00:00+05:30,24870.6,24881.8,24870.5,24875.0,0,0,24869.51,24867.69
2025-07-25 11:01:00+05:30,24874.4,24874.4,24863.15,24863.8,0,0,24868.08,24867.62
2025-07-25 11:02:00+05:30,24863.35,24870.8,24862.7,24870.8,0,0,24868.76,24867.77
2025-07-25 11:03:00+05:30,24870.55,24875.05,24870.15,24875.0,0,0,24870.32,24868.25
2025-07-25 11:04:00+05:30,24874.15,24876.5,24872.85,24875.65,0,0,24871.65,24868.97
2025-07-25 11:05:00+05:30,24875.95,24882.7,24874.05,24882.15,0,0,24874.28,24870.04
2025-07-25 11:06:00+05:30,24882.7,24891.6,24880.05,24890.65,0,0,24878.37,24871.57
2025-07-25 11:07:00+05:30,24890.55,24891.4,24884.15,24885.0,0,0,24880.03,24873.07
2025-07-25 11:08:00+05:30,24884.35,24887.5,24882.1,24887.5,0,0,24881.9,24875.04
2025-07-25 11:09:00+05:30,24886.85,24888.85,24881.85,24883.0,0,0,24882.17,24876.96
2025-07-25 11:10:00+05:30,24882.9,24883.75,24876.7,24876.7,0,0,24880.8,24878.46
2025-07-25 11:11:00+05:30,24877.85,24877.85,24869.55,24870.15,0,0,24878.14,24879.38
2025-07-25 11:12:00+05:30,24870.05,24872.85,24869.3,24870.35,0,0,24876.19,24879.66
2025-07-25 11:13:00+05:30,24870.7,24870.9,24861.35,24864.15,0,0,24873.18,24878.92
2025-07-25 11:14:00+05:30,24863.85,24870.75,24863.85,24868.5,0,0,24872.01,24877.77
2025-07-25 11:15:00+05:30,24868.9,24868.9,24862.65,24864.6,0,0,24870.16,24876.09
2025-07-25 11:16:00+05:30,24865.05,24865.05,24854.8,24855.75,0,0,24866.56,24873.86
2025-07-25 11:17:00+05:30,24856.0,24864.1,24855.9,24857.25,0,0,24864.23,24871.5
2025-07-25 11:18:00+05:30,24857.75,24865.7,24857.5,24865.7,0,0,24864.6,24869.56
2025-07-25 11:19:00+05:30,24865.5,24879.05,24864.7,24878.5,0,0,24868.07,24868.4
2025-07-25 11:20:00+05:30,24878.0,24883.05,24878.0,24883.05,0,0,24871.82,24868.21
2025-07-25 11:21:00+05:30,24883.05,24887.7,24882.1,24885.8,0,0,24875.31,24868.68
2025-07-25 11:22:00+05:30,24886.2,24887.3,24884.15,24886.2,0,0,24878.03,24869.8
2025-07-25 11:23:00+05:30,24886.5,24887.45,24883.4,24885.65,0,0,24879.94,24871.71
2025-07-25 11:24:00+05:30,24885.35,24889.45,24885.35,24888.65,0,0,24882.12,24874.27
2025-07-25 11:25:00+05:30,24888.6,24888.7,24884.35,24884.95,0,0,24882.82,24876.87
2025-07-25 11:26:00+05:30,24884.7,24884.7,24876.05,24879.55,0,0,24882.01,24878.86
2025-07-25 11:27:00+05:30,24880.5,24883.6,24878.65,24883.6,0,0,24882.4,24880.38
2025-07-25 11:28:00+05:30,24883.1,24885.65,24879.5,24880.6,0,0,24881.95,24881.33
2025-07-25 11:29:00+05:30,24880.4,24883.6,24879.8,24883.05,0,0,24882.23,24881.92
2025-07-25 11:30:00+05:30,24882.75,24894.8,24882.75,24892.3,0,0,24884.75,24882.61
2025-07-25 11:31:00+05:30,24891.7,24916.85,24891.35,24914.7,0,0,24892.23,24884.06
2025-07-25 11:32:00+05:30,24914.75,24914.8,24892.6,24892.6,0,0,24892.33,24885.41
2025-07-25 11:33:00+05:30,24892.5,24893.05,24874.35,24874.35,0,0,24887.83,24886.25
2025-07-25 11:34:00+05:30,24874.25,24874.55,24867.8,24872.45,0,0,24883.99,24886.47
2025-07-25 11:35:00+05:30,24872.7,24873.2,24868.8,24869.1,0,0,24880.26,24886.23
2025-07-25 11:36:00+05:30,24866.3,24870.35,24866.3,24870.35,0,0,24877.79,24885.6
2025-07-25 11:37:00+05:30,24869.75,24870.1,24862.15,24862.15,0,0,24873.88,24884.04
2025-07-25 11:38:00+05:30,24861.75,24862.65,24859.75,24860.7,0,0,24870.58,24880.95
2025-07-25 11:39:00+05:30,24861.2,24866.7,24860.65,24865.1,0,0,24869.21,24877.65
2025-07-25 11:40:00+05:30,24864.65,24864.9,24858.3,24858.6,0,0,24866.56,24874.61
2025-07-25 11:41:00+05:30,24858.85,24859.25,24855.85,24857.1,0,0,24864.19,24871.78
2025-07-25 11:42:00+05:30,24857.05,24864.0,24855.9,24863.65,0,0,24864.06,24869.47
2025-07-25 11:43:00+05:30,24863.85,24868.25,24863.0,24866.4,0,0,24864.64,24867.59
2025-07-25 11:44:00+05:30,24866.2,24866.7,24862.3,24865.45,0,0,24864.85,24866.3
2025-07-25 11:45:00+05:30,24865.0,24865.5,24861.45,24862.0,0,0,24864.13,24865.38
2025-07-25 11:46:00+05:30,24862.1,24862.1,24857.0,24857.95,0,0,24862.59,24864.43
2025-07-25 11:47:00+05:30,24857.85,24858.6,24836.45,24838.75,0,0,24856.63,24863.01
2025-07-25 11:48:00+05:30,24839.0,24839.6,24830.85,24832.1,0,0,24850.5,24861.06
2025-07-25 11:49:00+05:30,24831.8,24839.3,24831.65,24838.25,0,0,24847.43,24858.68
2025-07-25 11:50:00+05:30,24838.4,24842.8,24836.65,24841.1,0,0,24845.85,24856.0
2025-07-25 11:51:00+05:30,24841.0,24841.0,24836.5,24837.9,0,0,24843.86,24853.0
2025-07-25 11:52:00+05:30,24838.35,24838.35,24833.75,24835.65,0,0,24841.81,24849.81
2025-07-25 11:53:00+05:30,24835.15,24843.5,24833.15,24843.2,0,0,24842.16,24846.89
2025-07-25 11:54:00+05:30,24843.25,24848.75,24843.25,24845.45,0,0,24842.98,24844.94
2025-07-25 11:55:00+05:30,24844.6,24847.75,24843.55,24846.6,0,0,24843.89,24844.0
2025-07-25 11:56:00+05:30,24844.8,24846.95,24843.2,24845.15,0,0,24844.2,24843.54
2025-07-25 11:57:00+05:30,24844.95,24847.3,24841.75,24842.35,0,0,24843.74,24843.23
2025-07-25 11:58:00+05:30,24842.8,24844.6,24841.0,24842.1,0,0,24843.33,24843.16
2025-07-25 11:59:00+05:30,24842.3,24847.6,24841.5,24846.55,0,0,24844.13,24843.49
2025-07-25 12:00:00+05:30,24846.4,24846.65,24839.65,24839.65,0,0,24843.01,24843.61
2025-07-25 12:01:00+05:30,24840.25,24840.45,24835.5,24835.75,0,0,24841.2,24843.36
2025-07-25 12:02:00+05:30,24836.3,24839.6,24834.5,24838.15,0,0,24840.44,24842.86
2025-07-25 12:03:00+05:30,24838.4,24838.65,24833.8,24836.65,0,0,24839.49,24842.19
2025-07-25 12:04:00+05:30,24836.75,24843.6,24836.6,24842.35,0,0,24840.2,24841.69
2025-07-25 12:05:00+05:30,24841.9,24848.25,24841.9,24848.15,0,0,24842.19,24841.52
2025-07-25 12:06:00+05:30,24847.7,24847.7,24842.6,24845.2,0,0,24842.94,24841.35
2025-07-25 12:07:00+05:30,24844.8,24844.9,24840.5,24841.35,0,0,24842.54,24841.29
2025-07-25 12:08:00+05:30,24841.25,24841.25,24837.4,24839.9,0,0,24841.88,24841.38
2025-07-25 12:09:00+05:30,24839.8,24839.8,24834.35,24834.85,0,0,24840.13,24841.34
2025-07-25 12:10:00+05:30,24835.75,24836.9,24833.1,24833.7,0,0,24838.52,24841.2
2025-07-25 12:11:00+05:30,24834.05,24843.6,24833.65,24842.6,0,0,24839.54,24841.11
2025-07-25 12:12:00+05:30,24843.35,24847.7,24839.1,24839.4,0,0,24839.5,24840.72
2025-07-25 12:13:00+05:30,24839.85,24844.1,24839.85,24843.65,0,0,24840.54,24840.38
2025-07-25 12:14:00+05:30,24843.75,24845.55,24842.3,24844.15,0,0,24841.44,24840.22
2025-07-25 12:15:00+05:30,24844.4,24846.05,24837.55,24839.1,0,0,24840.86,24840.08
2025-07-25 12:16:00+05:30,24838.8,24838.8,24834.35,24836.15,0,0,24839.68,24840.01
2025-07-25 12:17:00+05:30,24833.95,24840.65,24833.95,24839.5,0,0,24839.64,24840.17
2025-07-25 12:18:00+05:30,24839.5,24841.6,24833.4,24833.7,0,0,24838.15,24839.97
2025-07-25 12:19:00+05:30,24833.95,24835.6,24831.8,24832.0,0,0,24836.61,24839.56
2025-07-25 12:20:00+05:30,24831.8,24833.0,24827.75,24832.9,0,0,24835.69,24838.87
2025-07-25 12:21:00+05:30,24832.85,24835.1,24824.5,24825.4,0,0,24833.11,24837.68
2025-07-25 12:22:00+05:30,24825.05,24828.35,24824.4,24824.95,0,0,24831.07,24836.28
2025-07-25 12:23:00+05:30,24826.75,24826.9,24817.05,24820.45,0,0,24828.42,24834.67
2025-07-25 12:24:00+05:30,24819.75,24824.55,24811.65,24824.55,0,0,24827.45,24832.93
